218,5,230,20
219,9,110,20
220,2,110,20
221,8,550,20
222,5,460,20
223,10,250,20
224,7,80,20
225,10,140,20
226,3,220,20
227,9,380,20
228,9,390,20
229,1,190,20
230,2,220,20
231,6,140,20
232,5,420,20
233,9,410,20
234,7,220,20
235,6,110,20
236,3,270,20
237,4,160,20
238,1,310,20
239,7,210,20
240,8,280,20
241,10,340,20
242,6,390,20
243,6,160,20
244,9,440,20
245,1,250,20
246,10,190,20
247,1,200,20
248,3,480,20
249,5,60,20
250,2,490,20
251,3,440,20
252,1,150,20
253,6,200,20
254,9,390,20
255,10,120,20
256,5,350,20
257,9,140,20
258,5,280,20
259,10,530,20
260,5,280,20
261,10,240,20
262,6,120,20
263,7,120,20
264,9,220,20
265,3,460,20
266,6,290,20
267,1,350,20
268,1,350,20
269,1,40,20
270,10,390,20
271,3,90,20
272,4,80,20
273,8,420,20
274,8,580,20
275,5,360,20
276,2,190,20
277,3,520,20
278,1,390,20
279,2,550,20
280,7,380,20
281,7,140,20
282,10,340,20
283,1,70,20
284,3,440,20
285,9,470,20
286,4,460,20
287,1,560,20
288,1,570,20
289,2,300,20
290,7,550,20
291,4,220,20
292,7,270,20
293,9,580,20
294,2,350,20
295,10,100,20
296,4,260,20
297,3,290,20
298,4,250,20
299,1,120,20
300,7,40,30
301,8,210,30
302,4,530,30
303,10,310,30
304,7,500,30
305,6,390,30
306,2,420,30
307,2,300,30
308,10,460,30
309,8,380,30
310,3,550,30
311,6,60,30
312,3,440,30
313,6,320,30
314,7,520,30
315,4,80,30
316,7,210,30
317,6,370,30
318,6,170,30
319,4,350,30
320,7,430,30
321,10,310,30
322,2,160,30
323,3,570,30
324,3,110,30
325,8,120,30
326,5,270,30
327,8,480,30
328,9,100,30
329,4,380,30
330,4,520,30
331,3,80,30
332,1,210,30
333,1,510,30
334,9,570,30
335,8,100,30
336,5,480,30
337,1,50,30
338,5,300,30
339,8,320,30
340,6,510,30
341,8,220,30
342,3,100,30
343,10,540,30
344,2,240,30
345,2,350,30
346,9,240,30
347,5,490,30
348,3,280,30
349,10,340,30
350,10,220,30
351,3,470,30
352,8,320,30
353,6,320,30
354,6,340,30
355,5,110,30
356,6,460,30
357,3,80,30
358,5,350,30
359,3,240,30
360,3,90,30
361,3,410,30
362,2,460,30
363,5,210,30
364,10,470,30
365,5,150,30
366,1,370,30
367,9,550,30
368,8,280,30
369,4,210,30
370,5,500,30
371,2,200,30
372,8,530,30
373,4,510,30
374,10,560,30
375,8,420,30
376,9,380,30
377,7,280,30
378,5,520,30
379,3,570,30
380,9,350,30
381,8,70,30
382,2,490,30
383,6,90,30
384,8,320,30
385,3,470,30
386,4,380,30
387,8,560,30
388,3,520,30
389,10,580,30
390,2,270,30
391,4,60,30
392,7,300,30
393,4,360,30
394,4,570,30
395,9,510,30
396,5,120,30
397,8,500,30
398,8,60,30
399,3,220,30
400,4,160,40
401,2,120,40
402,10,60,40
403,5,310,40
404,5,210,40
405,1,550,40
406,7,270,40
407,10,350,40
408,8,520,40
409,7,310,40
410,1,440,40
411,6,550,40
412,8,360,40
413,1,200,40
414,5,100,40
415,4,250,40
416,8,550,40
417,5,270,40
418,9,120,40
419,1,80,40
420,8,490,40
421,3,240,40
422,4,90,40
423,7,450,40
424,9,100,40
425,3,430,40
426,1,300,40
427,1,550,40
428,2,320,40
429,6,340,40
430,1,230,40
431,2,90,40
432,1,570,40
433,1,340,40
434,9,220,40
435,5,80,40
436,7,290,40
437,2,350,40
438,8,70,40
439,3,200,40
440,1,420,40
441,8,180,40
442,10,390,40
443,2,500,40
444,5,220,40
445,6,250,40
446,9,110,40
447,2,510,40
448,7,100,40
449,4,470,40
450,7,550,40
451,2,40,40
452,10,200,40
453,1,530,40
454,6,390,40
455,2,170,40
456,3,210,40
457,1,60,40
458,6,550,40
459,7,60,40
460,8,530,40
461,3,220,40
462,4,550,40
463,7,270,40
464,9,330,40
465,2,110,40
466,8,80,40
467,8,100,40
468,2,530,40
469,3,330,40
470,10,190,40
471,2,300,40
472,10,420,40
473,10,100,40
474,6,130,40
475,10,490,40
476,8,260,40
477,4,550,40
478,1,560,40
479,1,410,40
480,9,580,40
481,2,400,40
482,10,450,40
483,1,230,40
484,6,150,40
485,5,350,40
486,9,380,40
487,4,340,40
488,5,110,40
489,1,180,40
490,6,280,40
491,2,110,40
492,1,360,40
493,10,500,40
494,3,290,40
495,2,410,40
496,9,480,40
497,10,340,40
498,5,40,40
499,2,130,40
500,7,440,50
501,3,310,50
502,5,340,50
503,9,100,50
504,8,430,50
505,3,280,50
506,3,170,50
507,3,180,50
508,7,50,50
509,3,300,50
510,10,310,50
511,1,430,50
512,7,520,50
513,2,290,50
514,5,510,50
515,3,460,50
516,6,420,50
517,6,580,50
518,8,550,50
519,1,220,50
520,3,310,50
521,6,120,50
522,1,90,50
523,6,340,50
524,7,370,50
525,3,50,50
526,7,460,50
527,9,80,50
528,7,380,50
529,2,220,50
530,5,120,50
531,2,260,50
532,10,420,50
533,3,580,50
534,7,350,50
535,2,430,50
536,1,250,50
537,10,120,50
538,3,310,50
539,10,110,50
540,9,50,50
541,8,240,50
542,9,220,50
543,2,320,50
544,2,60,50
545,9,200,50
546,10,410,50
547,10,150,50
548,9,130,50
549,1,440,50
550,7,260,50
551,10,70,50
552,10,200,50
553,8,140,50
554,6,60,50
555,1,500,50
556,10,240,50
557,2,190,50
558,9,430,50
559,8,50,50
560,4,260,50
561,8,290,50
562,6,450,50
563,8,350,50
564,1,330,50
565,7,210,50
566,1,220,50
567,2,320,50
568,8,470,50
569,3,530,50
570,2,270,50
571,2,410,50
572,6,390,50
573,7,120,50
574,5,440,50
575,5,270,50
576,3,90,50
577,5,580,50
578,10,380,50
579,8,580,50
580,5,440,50
581,7,380,50
582,7,570,50
583,5,410,50
584,6,350,50
585,10,340,50
586,3,340,50
587,5,290,50
588,9,240,50
589,1,310,50
590,8,280,50
591,4,550,50
592,5,520,50
593,3,440,50
594,10,260,50
595,10,510,50
596,7,480,50
597,9,480,50
598,4,290,50
599,10,480,50
600,10,190,20
601,7,230,20
602,10,230,20
603,3,510,20
604,9,260,20
605,8,520,20
606,4,460,20
607,4,130,20
608,6,210,20
609,7,360,20
610,4,260,20
611,1,410,20
612,6,110,20
613,5,460,20
614,9,170,20
615,8,390,20
616,9,330,20
617,9,90,20
618,6,160,20
619,5,490,20
620,4,40,20
621,6,370,20
622,9,500,20
623,4,80,20
624,3,500,20
625,3,310,20
626,2,380,20
627,1,70,20
628,4,270,20
629,7,250,20
630,6,360,20
631,1,500,20
632,10,350,20
633,6,510,20
634,3,170,20
635,7,490,20
636,1,580,20
637,3,450,20
638,6,440,20
639,2,330,20
640,9,380,20
641,3,510,20
642,4,440,20
643,6,420,20
644,1,210,20
645,9,120,20
646,9,240,20
647,9,190,20
648,9,110,20
649,3,520,20
650,1,450,20
651,10,80,20
652,3,360,20
653,1,550,20
654,3,460,20
655,5,270,20
656,7,570,20
657,1,40,20
658,7,510,20
659,7,470,20
660,7,190,20
661,9,360,20
662,5,90,20
663,9,40,20
664,7,160,20
665,6,350,20
666,4,360,20
667,5,400,20
668,2,130,20
669,1,300,20
670,1,210,20
671,8,470,20
672,4,290,20
673,2,100,20
674,10,290,20
675,2,340,20
676,2,470,20
677,4,90,20
678,4,330,20
679,9,330,20
680,6,260,20
681,9,240,20
682,3,110,20
683,5,110,20
684,3,220,20
685,4,370,20
686,9,550,20
687,4,490,20
688,4,300,20
689,2,550,20
690,9,200,20
691,9,190,20
692,3,100,20
693,9,520,20
694,3,330,20
695,4,310,20
696,8,140,20
697,5,310,20
698,4,40,20
699,8,510,20
700,7,300,60
701,7,320,60
702,7,450,60
703,9,60,60
704,7,580,60
705,8,420,60
706,2,470,60
707,6,570,60
708,7,420,60
709,7,390,60
710,4,40,60
711,5,200,60
712,7,480,60
713,9,530,60
714,5,270,60
715,6,90,60
716,10,170,60
717,10,200,60
718,9,310,60
719,2,370,60
720,10,400,60
721,9,130,60
722,4,430,60
723,9,480,60
724,6,500,60
725,7,160,60
726,2,200,60
727,2,460,60
728,1,390,60
729,3,360,60
730,2,440,60
731,1,310,60
732,8,460,60
733,2,530,60
734,1,160,60
735,4,60,60
736,7,350,60
737,10,520,60
738,2,490,60
739,4,510,60
740,10,200,60
741,1,480,60
742,7,120,60
743,1,70,60
744,6,260,60
745,8,90,60
746,2,480,60
747,7,360,60
748,6,300,60
749,4,400,60
750,6,280,60
751,6,270,60
752,9,210,60
753,2,60,60
754,8,280,60
755,3,130,60
756,8,510,60
757,2,500,60
758,7,420,60
759,3,110,60
760,10,330,60
761,5,220,60
762,5,300,60
763,5,320,60
764,6,140,60
765,2,560,60
766,10,400,60
767,5,240,60
768,5,110,60
769,2,570,60
770,3,280,60
771,10,550,60
772,4,220,60
773,4,350,60
774,10,140,60
775,9,400,60
776,7,420,60
777,2,190,60
778,2,260,60
779,9,280,60
780,10,120,60
781,9,110,60
782,7,440,60
783,10,390,60
784,5,180,60
785,1,250,60
786,7,560,60
787,5,330,60
788,9,110,60
789,6,480,60
790,9,140,60
791,7,160,60
792,7,500,60
793,2,390,60
794,7,440,60
795,3,200,60
796,4,540,60
797,8,200,60
798,3,470,60
799,3,480,60
800,10,40,80
801,9,100,80
802,1,370,80
803,3,50,80
804,9,430,80
805,7,360,80
806,6,200,80
807,3,460,80
808,1,110,80
809,8,270,80
810,8,100,80
811,5,570,80
812,9,180,80
813,9,80,80
814,9,120,80
815,4,130,80
816,6,380,80
817,7,250,80
818,7,530,80
819,9,150,80
820,8,60,80
821,6,60,80
822,7,330,80
823,6,500,80
824,7,220,80
825,2,560,80
826,1,150,80
827,2,190,80
828,6,210,80
829,2,160,80
830,9,420,80
831,9,390,80
832,10,310,80
833,10,570,80
834,2,360,80
835,5,350,80
836,10,350,80
837,8,160,80
838,3,320,80
839,1,130,80
840,9,240,80
841,8,280,80
842,7,180,80
843,10,120,80
844,8,520,80
845,7,90,80
846,10,480,80
847,1,460,80
848,5,200,80
849,8,160,80
850,2,490,80
851,4,360,80
852,2,350,80
853,1,140,80
854,6,110,80
855,5,100,80
856,2,430,80
857,10,220,80
858,9,520,80
859,2,360,80
860,3,100,80
861,3,50,80
862,6,410,80
863,7,140,80
864,10,190,80
865,5,390,80
866,1,80,80
867,3,230,80
868,10,360,80
869,7,490,80
870,8,430,80
871,7,230,80
872,9,140,80
873,2,580,80
874,2,230,80
875,6,410,80
876,5,70,80
877,8,280,80
878,7,150,80
879,2,490,80
880,2,530,80
881,10,180,80
882,9,180,80
883,7,160,80
884,7,270,80
885,1,410,80
886,7,340,80
887,3,470,80
888,5,440,80
889,10,220,80
890,7,370,80
891,3,300,80
892,10,290,80
893,4,200,80
894,1,90,80
895,1,440,80
896,7,530,80
897,5,130,80
898,6,470,80
899,9,50,80
900,2,240,90
901,4,60,90
902,5,40,90
903,7,80,90
904,2,290,90
905,5,80,90
906,8,490,90
907,1,520,90
908,1,410,90
909,6,150,90
910,4,510,90
911,9,140,90
912,9,390,90
913,6,220,90
914,2,170,90
915,3,300,90
916,3,380,90
917,8,230,90
918,7,560,90
919,7,100,90
920,9,60,90
921,1,440,90
922,4,170,90
923,8,330,90
924,3,150,90
925,8,100,90
926,8,170,90
927,7,550,90
928,4,110,90
929,4,300,90
930,5,460,90
931,6,410,90
932,4,550,90
933,1,480,90
934,2,220,90
935,1,200,90
936,1,310,90
937,4,270,90
938,4,330,90
939,4,160,90
940,3,400,90
941,2,460,90
942,4,60,90
943,2,370,90
944,8,110,90
945,8,100,90
946,7,80,90
947,1,410,90
948,5,50,90
949,8,270,90
950,9,500,90
951,9,50,90
952,2,370,90
953,2,560,90
954,3,50,90
955,7,230,90
956,1,520,90
957,1,320,90
958,7,270,90
959,4,380,90
960,6,350,90
961,2,360,90
962,7,370,90
963,8,80,90
964,2,500,90
965,4,580,90
966,2,70,90
967,6,450,90
968,4,540,90
969,8,60,90
970,5,230,90
971,4,210,90
972,3,350,90
973,10,160,90
974,10,390,90
975,6,440,90
976,4,580,90
977,4,440,90
978,1,480,90
979,8,550,90
980,2,540,90
981,7,260,90
982,6,120,90
983,7,500,90
984,1,90,90
985,3,530,90
986,8,410,90
987,8,410,90
988,4,420,90
989,4,130,90
990,1,480,90
991,8,200,90
992,9,520,90
993,10,220,90
994,8,340,90
995,9,200,90
996,5,400,90
997,10,510,90
998,2,550,90
999,1,440,90
1000,4,510,10
1001,9,500,10
1002,3,230,10
1003,5,220,10
1004,9,530,10
1005,2,160,10
1006,3,400,10
1007,8,480,10
1008,10,80,10
1009,8,400,10
1010,1,310,10
1011,5,200,10
1012,1,200,10
1013,7,150,10
1014,9,510,10
1015,6,380,10
1016,3,320,10
1017,2,40,10
1018,4,330,10
1019,3,120,10
1020,2,370,10
1021,8,270,10
1022,5,50,10
1023,1,170,10
1024,9,350,10
1025,6,570,10
1026,1,70,10
1027,6,490,10
1028,5,350,10
1029,6,310,10
1030,2,220,10
1031,5,550,10
1032,6,60,10
1033,5,440,10
1034,8,420,10
1035,9,330,10
1036,7,290,10
1037,2,410,10
1038,8,260,10
1039,3,550,10
1040,1,460,10
1041,3,330,10
1042,4,420,10
1043,5,310,10
1044,7,310,10
1045,2,160,10
1046,5,110,10
1047,6,330,10
1048,4,570,10
1049,6,140,10
1050,2,230,10
1051,6,140,10
1052,2,310,10
1053,4,220,10
1054,9,530,10
1055,9,480,10
1056,1,300,10
1057,6,480,10
1058,9,560,10
1059,1,120,10
1060,10,300,10
1061,1,500,10
1062,7,500,10
1063,5,90,10
1064,5,410,10
1065,10,580,10
1066,3,250,10
1067,8,410,10
1068,9,520,10
1069,2,120,10
1070,1,120,10
1071,7,280,10
1072,10,470,10
1073,8,360,10
1074,1,560,10
1075,9,560,10
1076,2,370,10
1077,3,150,10
1078,6,280,10
1079,8,450,10
1080,4,490,10
1081,2,420,10
1082,8,170,10
1083,7,450,10
1084,7,110,10
1085,4,340,10
1086,3,510,10
1087,6,480,10
1088,5,500,10
1089,5,510,10
1090,3,100,10
1091,1,140,10
1092,8,580,10
1093,6,150,10
1094,3,420,10
1095,10,170,10
1096,7,90,10
1097,3,40,10
1098,3,70,10
1099,3,80,10
1100,10,70,10
1101,9,350,10
1102,7,300,10
1103,2,310,10
1104,6,490,10
1105,5,240,10
1106,5,100,10
1107,10,570,10
1108,10,140,10
1109,1,60,10
1110,4,480,10
1111,2,510,10
1112,5,260,10
1113,4,180,10
1114,3,340,10
1115,3,530,10
1116,2,150,10
1117,2,490,10
1118,3,360,10
1119,6,90,10
1120,3,80,10
1121,9,90,10
1122,6,510,10
1123,4,300,10
1124,3,500,10
1125,7,70,10
1126,5,340,10
1127,2,220,10
1128,6,260,10
1129,3,230,10
1130,10,190,10
1131,5,560,10
1132,6,150,10
1133,3,100,10
1134,6,540,10
1135,1,150,10
1136,7,140,10
1137,10,440,10
1138,4,50,10
1139,10,50,10
1140,9,400,10
1141,2,460,10
1142,8,460,10
1143,10,120,10
1144,4,280,10
1145,6,190,10
1146,7,80,10
1147,10,150,10
1148,7,130,10
1149,5,360,10
1150,7,290,10
1151,4,140,10
1152,2,550,10
1153,7,130,10
1154,7,360,10
1155,10,240,10
1156,9,490,10
1157,9,400,10
1158,6,140,10
1159,5,340,10
1160,3,150,10
1161,8,120,10
1162,5,510,10
1163,8,100,10
1164,4,520,10
1165,10,100,10
1166,5,240,10
1167,3,100,10
1168,9,470,10
1169,4,200,10
1170,8,350,10
1171,6,120,10
1172,5,240,10
1173,3,420,10
1174,4,360,10
1175,8,570,10
1176,9,250,10
1177,8,190,10
1178,8,310,10
1179,8,280,10
1180,7,490,10
1181,6,450,10
1182,1,60,10
1183,5,170,10
1184,1,430,10
1185,9,50,10
1186,6,320,10
1187,6,300,10
1188,8,130,10
1189,9,110,10
1190,2,320,10
1191,7,130,10
1192,7,420,10
1193,5,110,10
1194,5,140,10
1195,6,490,10
1196,6,200,10
1197,7,460,10
1198,10,340,10
1199,3,410,10
1200,5,60,10
1201,5,340,10
1202,3,150,10
1203,5,580,10
1204,2,340,10
1205,1,540,10
1206,6,210,10
1207,1,400,10
1208,2,120,10
1209,9,290,10
1210,7,390,10
1211,5,210,10
1212,3,340,10
1213,10,210,10
1214,6,400,10
1215,1,70,10
1216,2,320,10
1217,1,480,10
1218,2,340,10
1219,7,170,10
1220,5,520,10
1221,10,210,10
1222,1,200,10
1223,7,40,10
1224,5,340,10
1225,2,350,10
1226,9,420,10
1227,4,100,10
1228,8,440,10
1229,8,480,10
1230,4,230,10
1231,2,210,10
1232,6,370,10
1233,7,370,10
1234,10,330,10
1235,5,100,10
1236,4,480,10
1237,8,200,10
1238,3,560,10
1239,3,160,10
1240,10,470,10
1241,4,190,10
1242,2,460,10
1243,3,490,10
1244,10,200,10
1245,7,50,10
1246,7,520,10
1247,9,80,10
1248,3,210,10
1249,1,430,10
1250,10,550,10
1251,4,320,10
1252,6,510,10
1253,4,170,10
1254,10,420,10
1255,7,260,10
1256,3,470,10
1257,6,410,10
1258,3,150,10
1259,1,390,10
1260,1,480,10
1261,8,560,10
1262,1,120,10
1263,10,330,10
1264,4,430,10
1265,3,530,10
1266,6,380,10
1267,10,130,10
1268,6,480,10
1269,10,370,10
1270,9,150,10
1271,5,110,10
1272,1,250,10
1273,5,470,10
1274,7,160,10
1275,8,380,10
1276,7,190,10
1277,9,50,10
1278,1,220,10
1279,10,490,10
1280,7,300,10
1281,9,170,10
1282,8,500,10
1283,3,440,10
1284,7,140,10
1285,3,570,10
1286,4,190,10
1287,10,220,10
1288,2,100,10
1289,8,520,10
1290,8,310,10
1291,4,490,10
1292,10,80,10
1293,3,260,10
1294,4,580,10
1295,3,550,10
1296,3,100,10
1297,9,60,10
1298,2,110,10
1299,7,120,10
1300,10,450,10
1301,4,550,10
1302,1,160,10
1303,4,210,10
1304,8,280,10
1305,1,390,10
1306,4,200,10
1307,9,350,10
1308,8,210,10
1309,8,320,10
1310,8,230,10
1311,3,200,10
1312,9,260,10
1313,9,190,10
1314,7,550,10
1315,3,300,10
1316,1,100,10
1317,9,540,10
1318,5,370,10
1319,5,560,10
1320,7,410,10
1321,9,320,10
1322,7,540,10
1323,10,160,10
1324,10,50,10
1325,4,380,10
1326,3,300,10
1327,5,520,10
1328,10,560,10
1329,5,280,10
1330,9,210,10
1331,8,580,10
1332,7,540,10
1333,10,430,10
1334,1,370,10
1335,9,550,10
1336,4,80,10
1337,4,200,10
1338,4,170,10
1339,8,520,10
1340,5,110,10
1341,8,530,10
1342,10,40,10
1343,2,410,10
1344,1,480,10
1345,1,150,10
1346,7,460,10
1347,8,390,10
1348,10,140,10
1349,8,560,10
1350,1,560,10
1351,1,560,10
1352,1,110,10
1353,8,330,10
1354,1,450,10
1355,9,410,10
1356,6,360,10
1357,7,60,10
1358,3,430,10
1359,8,300,10
1360,7,520,10
1361,1,560,10
1362,8,320,10
1363,8,450,10
1364,7,580,10
1365,4,340,10
1366,6,500,10
1367,4,420,10
1368,7,520,10
1369,4,300,10
1370,2,370,10
1371,10,380,10
1372,6,80,10
1373,10,560,10
1374,6,410,10
1375,3,260,10
1376,2,320,10
1377,8,490,10
1378,8,300,10
1379,5,90,10
1380,2,560,10
1381,3,220,10
1382,1,230,10
1383,8,70,10
1384,7,350,10
1385,4,460,10
1386,3,180,10
1387,6,200,10
1388,6,300,10
1389,9,190,10
1390,8,310,10
1391,6,380,10
1392,1,380,10
1393,3,540,10
1394,6,150,10
1395,1,120,10
1396,3,580,10
1397,10,230,10
1398,2,340,10
1399,3,580,10
1400,9,560,10
1401,2,40,10
1402,3,540,10
1403,2,220,10
1404,1,150,10
1405,8,70,10
1406,9,430,10
1407,5,260,10
1408,7,520,10
1409,7,470,10
1410,10,530,10
1411,4,290,10
1412,7,570,10
1413,9,430,10
1414,4,320,10
1415,5,540,10
1416,7,290,10
1417,10,110,10
1418,5,360,10
1419,1,170,10
1420,1,530,10
1421,10,90,10
1422,7,190,10
1423,2,530,10
1424,10,40,10
1425,5,210,10
1426,1,250,10
1427,7,40,10
1428,9,90,10
1429,4,540,10
1430,1,210,10
1431,7,460,10
1432,9,100,10
1433,2,130,10
1434,3,290,10
1435,5,110,10
1436,10,190,10
1437,2,310,10
1438,10,40,10
1439,7,580,10
1440,5,320,10
1441,7,50,10
1442,7,310,10
1443,9,440,10
1444,10,460,10
1445,1,90,10
1446,5,40,10
1447,4,580,10
1448,2,260,10
1449,1,290,10
1450,9,530,10
1451,4,360,10
1452,3,340,10
1453,2,480,10
1454,8,120,10
1455,7,430,10
1456,7,80,10
1457,4,270,10
1458,5,320,10
1459,7,560,10
1460,2,120,10
1461,2,150,10
1462,9,200,10
1463,3,560,10
1464,8,320,10
1465,3,100,10
1466,10,490,10
1467,6,310,10
1468,6,110,10
1469,2,50,10
1470,5,470,10
1471,2,520,10
1472,4,310,10
1473,7,410,10
1474,7,380,10
1475,4,490,10
1476,5,70,10
1477,8,560,10
1478,3,520,10
1479,7,480,10
1480,5,580,10
1481,7,580,10
1482,2,500,10
1483,4,370,10
1484,9,560,10
1485,6,80,10
1486,4,110,10
1487,10,280,10
1488,9,410,10
1489,5,430,10
1490,3,460,10
1491,7,560,10
1492,4,70,10
1493,3,490,10
1494,2,360,10
1495,6,130,10
1496,7,270,10
1497,3,190,10
1498,1,90,10
1499,8,420,10
1500,10,580,10
1501,3,290,10
1502,9,300,10
1503,10,80,10
1504,3,560,10
1505,2,390,10
1506,8,60,10
1507,6,410,10
1508,6,140,10
1509,9,530,10
1510,7,390,10
1511,6,90,10
1512,3,250,10
1513,3,500,10
1514,2,140,10
1515,9,280,10
1516,1,50,10
1517,9,70,10
1518,1,460,10
1519,7,50,10
1520,7,190,10
1521,5,270,10
1522,8,270,10
1523,10,420,10
1524,1,260,10
1525,9,370,10
1526,10,420,10
1527,3,180,10
1528,2,430,10
1529,10,340,10
1530,3,180,10
1531,5,140,10
1532,3,380,10
1533,5,510,10
1534,10,180,10
1535,7,330,10
1536,9,180,10
1537,1,540,10
1538,1,270,10
1539,3,540,10
1540,7,130,10
1541,6,420,10
1542,6,110,10
1543,6,130,10
1544,3,180,10
1545,3,140,10
1546,2,60,10
1547,9,60,10
1548,4,420,10
1549,8,40,10
1550,2,200,10
1551,4,60,10
1552,10,350,10
1553,6,320,10
1554,9,300,10
1555,2,360,10
1556,1,130,10
1557,10,280,10
1558,5,480,10
1559,3,270,10
1560,10,310,10
1561,6,560,10
1562,3,190,10
1563,3,130,10
1564,2,490,10
1565,4,460,10
1566,8,70,10
1567,1,580,10
1568,2,310,10
1569,4,40,10
1570,2,520,10
1571,7,250,10
1572,5,550,10
1573,9,410,10
1574,3,570,10
1575,2,350,10
1576,8,440,10
1577,2,450,10
1578,3,240,10
1579,4,50,10
1580,3,130,10
1581,3,170,10
1582,8,420,10
1583,9,440,10
1584,3,110,10
1585,9,420,10
1586,4,490,10
1587,10,170,10
1588,1,300,10
1589,10,470,10
1590,1,450,10
1591,3,500,10
1592,4,200,10
1593,3,330,10
1594,2,530,10
1595,7,330,10
1596,8,460,10
1597,7,330,10
1598,4,450,10
1599,9,190,10
1600,7,120,10
1601,9,360,10
1602,7,160,10
1603,5,40,10
1604,8,400,10
1605,8,60,10
1606,3,460,10
1607,5,420,10
1608,6,310,10
1609,7,190,10
1610,4,190,10
1611,3,350,10
1612,4,80,10
1613,7,270,10
1614,10,520,10
1615,1,480,10
1616,10,380,10
1617,9,370,10
1618,4,510,10
1619,9,280,10
1620,9,430,10
1621,5,130,10
1622,8,310,10
1623,10,180,10
1624,5,160,10
1625,10,130,10
1626,9,90,10
1627,8,150,10
1628,8,50,10
1629,9,430,10
1630,2,90,10
1631,10,120,10
1632,9,470,10
1633,4,360,10
1634,4,380,10
1635,7,340,10
1636,3,100,10
1637,1,270,10
1638,7,460,10
1639,5,240,10
1640,8,470,10
1641,1,120,10
1642,6,250,10
1643,9,250,10
1644,1,420,10
1645,1,50,10
1646,7,180,10
1647,3,510,10
1648,7,480,10
1649,4,430,10
1650,4,470,10
1651,1,150,10
1652,9,110,10
1653,10,50,10
1654,6,250,10
1655,7,170,10
1656,8,90,10
1657,3,260,10
1658,2,270,10
1659,7,80,10
1660,4,400,10
1661,7,490,10
1662,5,140,10
1663,8,350,10
1664,4,400,10
1665,2,90,10
1666,1,460,10
